step;alive;min_v;max_v;std_v;min_gap;max_gap;std_gap
407;19;1.028683;1.076787;0.017110;5.162414;5.365782;0.072136
408;19;1.028784;1.076655;0.017036;5.162781;5.365282;0.071825
409;19;1.028886;1.076521;0.016962;5.163150;5.364780;0.071515
410;19;1.028989;1.076437;0.016889;5.163522;5.364277;0.071207
411;19;1.029092;1.076357;0.016816;5.163897;5.363771;0.070899
412;19;1.029195;1.076276;0.016744;5.164274;5.363264;0.070594
413;19;1.029299;1.076194;0.016672;5.164655;5.362756;0.070289
414;19;1.029404;1.076111;0.016600;5.165038;5.362245;0.069986
415;19;1.029509;1.076028;0.016528;5.165423;5.361733;0.069684
416;19;1.029614;1.075944;0.016457;5.165812;5.361220;0.069383
417;19;1.029720;1.075859;0.016386;5.166202;5.360705;0.069084
418;19;1.029827;1.075774;0.016315;5.166596;5.360188;0.068786
419;19;1.029934;1.075687;0.016245;5.166992;5.359670;0.068489
420;19;1.030041;1.075601;0.016175;5.167390;5.359151;0.068194
421;19;1.030149;1.075513;0.016105;5.167791;5.358630;0.067899
422;19;1.030257;1.075425;0.016035;5.168194;5.358108;0.067606
423;19;1.030366;1.075336;0.015966;5.168599;5.357720;0.067315
424;19;1.030475;1.075246;0.015897;5.169006;5.357405;0.067024
425;19;1.030585;1.075156;0.015829;5.169416;5.357086;0.066735
426;19;1.030694;1.075065;0.015760;5.169828;5.356765;0.066447
427;19;1.030805;1.074974;0.015692;5.170242;5.356440;0.066161
428;19;1.030915;1.074882;0.015625;5.170659;5.356113;0.065875
429;19;1.031027;1.074789;0.015557;5.171077;5.355782;0.065591
430;19;1.031138;1.074696;0.015490;5.171497;5.355449;0.065308
431;19;1.031250;1.074602;0.015423;5.171920;5.355113;0.065026
432;19;1.031362;1.074508;0.015357;5.172344;5.354774;0.064746
433;19;1.031431;1.074413;0.015290;5.172770;5.354433;0.064467
434;19;1.031500;1.074318;0.015225;5.173198;5.354088;0.064189
435;19;1.031569;1.074222;0.015159;5.173628;5.353742;0.063912
436;19;1.031639;1.074125;0.015093;5.174059;5.353392;0.063636
437;19;1.031710;1.074029;0.015028;5.174493;5.353040;0.063361
438;19;1.031781;1.073931;0.014963;5.174928;5.352686;0.063088
439;19;1.031853;1.073833;0.014899;5.175364;5.352329;0.062816
440;19;1.031925;1.073735;0.014835;5.175803;5.351970;0.062545
441;19;1.031998;1.073636;0.014771;5.176242;5.351608;0.062275
442;19;1.032072;1.073537;0.014707;5.176684;5.351244;0.062006
443;19;1.032146;1.073438;0.014643;5.177127;5.350878;0.061739
444;19;1.032221;1.073338;0.014580;5.177571;5.350510;0.061473
445;19;1.032297;1.073237;0.014517;5.178017;5.350139;0.061208
446;19;1.032373;1.073136;0.014455;5.178464;5.349767;0.060943
447;19;1.032449;1.073035;0.014392;5.178910;5.349392;0.060681
448;19;1.032526;1.072933;0.014330;5.179180;5.349015;0.060419
449;19;1.032604;1.072831;0.014269;5.179454;5.348636;0.060158
450;19;1.032682;1.072729;0.014207;5.179730;5.348255;0.059899
451;19;1.032761;1.072626;0.014146;5.180008;5.347873;0.059640
452;19;1.032840;1.072523;0.014085;5.180289;5.347488;0.059383
453;19;1.032920;1.072420;0.014024;5.180573;5.347102;0.059127
454;19;1.033000;1.072316;0.013963;5.180860;5.346714;0.058872
455;19;1.033081;1.072212;0.013903;5.181148;5.346324;0.058618
456;19;1.033162;1.072108;0.013843;5.181440;5.345932;0.058365
457;19;1.033244;1.072004;0.013783;5.181734;5.345539;0.058113
458;19;1.033326;1.071899;0.013724;5.182030;5.345144;0.057863
459;19;1.033409;1.071794;0.013665;5.182328;5.344748;0.057613
460;19;1.033492;1.071721;0.013606;5.182629;5.344349;0.057364
461;19;1.033575;1.071657;0.013547;5.182932;5.343950;0.057117
462;19;1.033659;1.071593;0.013489;5.183238;5.343549;0.056871
463;19;1.033744;1.071529;0.013431;5.183546;5.343146;0.056625
464;19;1.033828;1.071463;0.013373;5.183855;5.342742;0.056381
465;19;1.033914;1.071397;0.013315;5.184167;5.342337;0.056138
466;19;1.033999;1.071331;0.013257;5.184481;5.341931;0.055896
467;19;1.034085;1.071264;0.013200;5.184798;5.341523;0.055655
468;19;1.034172;1.071196;0.013143;5.185116;5.341114;0.055414
469;19;1.034258;1.071128;0.013087;5.185436;5.340703;0.055175
470;19;1.034345;1.071059;0.013030;5.185758;5.340292;0.054937
471;19;1.034433;1.070990;0.012974;5.186082;5.339879;0.054700
472;19;1.034521;1.070920;0.012918;5.186408;5.339466;0.054464
473;19;1.034609;1.070849;0.012862;5.186736;5.339067;0.054230
474;19;1.034697;1.070778;0.012807;5.187066;5.338817;0.053996
475;19;1.034786;1.070707;0.012752;5.187398;5.338566;0.053763
476;19;1.034875;1.070635;0.012697;5.187731;5.338311;0.053531
477;19;1.034965;1.070563;0.012642;5.188066;5.338055;0.053300
478;19;1.035055;1.070490;0.012587;5.188403;5.337795;0.053070
479;19;1.035145;1.070416;0.012533;5.188741;5.337534;0.052841
480;19;1.035235;1.070342;0.012479;5.189081;5.337270;0.052613
481;19;1.035326;1.070268;0.012425;5.189422;5.337004;0.052386
482;19;1.035417;1.070193;0.012371;5.189766;5.336736;0.052160
483;19;1.035508;1.070118;0.012318;5.190110;5.336466;0.051935
484;19;1.035571;1.070043;0.012265;5.190456;5.336193;0.051711
485;19;1.035627;1.069967;0.012212;5.190804;5.335918;0.051488
486;19;1.035683;1.069890;0.012159;5.191153;5.335641;0.051266
487;19;1.035740;1.069813;0.012107;5.191503;5.335363;0.051045
488;19;1.035797;1.069736;0.012055;5.191855;5.335082;0.050825
489;19;1.035854;1.069659;0.012003;5.192208;5.334799;0.050605
490;19;1.035913;1.069581;0.011951;5.192563;5.334514;0.050387
491;19;1.035971;1.069502;0.011899;5.192918;5.334227;0.050170
492;19;1.036031;1.069423;0.011848;5.193275;5.333939;0.049953
493;19;1.036090;1.069344;0.011797;5.193633;5.333648;0.049738
494;19;1.036150;1.069265;0.011746;5.193992;5.333356;0.049523
495;19;1.036211;1.069185;0.011695;5.194353;5.333062;0.049310
496;19;1.036272;1.069105;0.011645;5.194714;5.332766;0.049097
497;19;1.036334;1.069025;0.011595;5.195077;5.332469;0.048885
498;19;1.036396;1.068944;0.011545;5.195414;5.332170;0.048674
499;19;1.036458;1.068863;0.011495;5.195634;5.331869;0.048464
