perimeter,num_drones,v_nominal,v_max,sensing_radius,nominal_spacing,balancing_policy,density_threshold,speed_threshold,adaptation_window,failure_rate,num_failures,failure_distribution,density,coverage,avg_speed,speed_stddev,max_gap,avg_gap,drones_active,formation_stability,energy_consumed,time_to_recover,recovery_slope
100000.000000,10000,1.000000,2.000000,10.000000,10.000000,0,0.850000,1.500000,10.000000,0.065000,60,0,0.994000,99.400000,2.000000,0.000000,99990.000000,99989.939638,9940.000000,0.000100,19880.000000,4870.000000,0.000101
100000.000000,10000,1.000000,2.000000,10.000000,10.000000,1,0.850000,1.500000,10.000000,0.065000,60,2,0.994000,99.400000,2.000000,0.000000,99990.000000,99989.939638,9940.000000,0.000100,19880.000000,4721.000000,0.000105
100000.000000,10000,1.000000,2.000000,10.000000,10.000000,2,0.850000,1.500000,10.000000,0.065000,60,2,0.994000,99.400000,2.000000,0.000000,99990.000000,99989.939638,9940.000000,0.000100,19880.000000,3775.000000,0.000131
