perimeter,num_drones,v_nominal,v_max,sensing_radius,nominal_spacing,balancing_policy,density_threshold,speed_threshold,adaptation_window,failure_rate,num_failures,failure_distribution,initial_active,spare_trigger_ratio,spare_target_factor,neighbor_balance_factor,strike_fraction,seed
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5210
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5211
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5212
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5213
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5214
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5215
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5216
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5217
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5218
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5219
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5220
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5221
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5222
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5223
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5224
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5225
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5226
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5227
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5228
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5229
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5230
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5231
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5232
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5233
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5234
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5235
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5236
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5237
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5238
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5239
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5240
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5241
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5242
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5243
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5244
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5245
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5246
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5247
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5248
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5249
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5250
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5251
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5252
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5253
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5254
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5255
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5256
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5257
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5258
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5259
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5260
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5261
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5262
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5263
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5264
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5265
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5266
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5267
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5268
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5269
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5270
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5271
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5272
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5273
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5274
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5275
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5276
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5277
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5278
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5279
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5280
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5281
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5282
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5283
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5284
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5285
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5286
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5287
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5288
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5289
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5290
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5291
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5292
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5293
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5294
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5295
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5296
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5297
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5298
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5299
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5300
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5301
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5302
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5303
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5304
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5305
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.1,5306
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5307
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5308
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5309
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5310
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5311
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.2,5312
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5313
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5314
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5315
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5316
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5317
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.3,5318
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5319
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5320
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5321
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5322
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5323
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.4,5324
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5325
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5326
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5327
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5328
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5329
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,100,0.9,1.3,1.0,0.5,5330
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5331
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5332
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5333
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5334
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5335
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.1,5336
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5337
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5338
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5339
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5340
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5341
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.2,5342
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5343
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5344
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5345
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5346
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5347
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.3,5348
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5349
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5350
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5351
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5352
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5353
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.4,5354
500.0,130,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5355
500.0,130,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5356
500.0,130,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5357
500.0,130,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5358
500.0,130,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5359
500.0,130,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,100,0.9,1.3,1.0,0.5,5360
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5361
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5362
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5363
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5364
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5365
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.1,5366
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5367
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5368
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5369
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5370
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5371
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.2,5372
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5373
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5374
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5375
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5376
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5377
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.3,5378
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5379
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5380
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5381
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5382
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5383
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.4,5384
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5385
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5386
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5387
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5388
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5389
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,0,1000,0.9,1.3,1.0,0.5,5390
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5391
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5392
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5393
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5394
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5395
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.1,5396
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5397
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5398
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5399
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5400
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5401
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.2,5402
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5403
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5404
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5405
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5406
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5407
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.3,5408
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5409
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5410
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5411
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5412
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5413
5000.0,1300,1.0,1.5,8.0,5.0,5,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.4,5414
5000.0,1300,1.0,1.5,8.0,5.0,0,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.5,5415
5000.0,1300,1.0,1.5,8.0,5.0,1,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.5,5416
5000.0,1300,1.0,1.5,8.0,5.0,2,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.5,5417
5000.0,1300,1.0,1.5,8.0,5.0,3,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.5,5418
5000.0,1300,1.0,1.5,8.0,5.0,4,0.9,1.8,10.0,1.0,0,1,1000,0.9,1.3,1.0,0.5,5419
