perimeter,num_drones,v_nominal,v_max,sensing_radius,nominal_spacing,balancing_policy,density_threshold,speed_threshold,adaptation_window,failure_rate,num_failures,failure_distribution,initial_active,spare_trigger_ratio,spare_target_factor,neighbor_balance_factor,strike_fraction,seed
125.0,33,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5078
125.0,33,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5079
125.0,33,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5080
125.0,33,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5081
125.0,33,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5082
125.0,33,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5083
125.0,33,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5084
125.0,33,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5085
125.0,33,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5086
125.0,33,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5087
125.0,33,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5088
125.0,33,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5089
125.0,33,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5090
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5091
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5092
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5093
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5094
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5095
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.1,5096
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5097
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5098
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5099
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5100
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5101
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.2,5102
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5103
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5104
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5105
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5106
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5107
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.3,5108
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5109
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5110
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5111
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5112
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5113
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.4,5114
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5115
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5116
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5117
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5118
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5119
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,25,0.9,1.3,1.0,0.5,5120
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5121
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5122
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5123
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5124
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5125
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.1,5126
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5127
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5128
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5129
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5130
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5131
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.2,5132
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5133
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5134
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5135
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5136
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5137
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.3,5138
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5139
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5140
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5141
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5142
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5143
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.4,5144
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5145
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5146
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5147
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5148
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5149
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,1,25,0.9,1.3,1.0,0.5,5150
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5151
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5152
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5153
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5154
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5155
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.1,5156
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5157
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5158
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5159
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5160
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5161
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.2,5162
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5163
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5164
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5165
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5166
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5167
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.3,5168
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5169
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5170
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5171
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5172
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5173
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.4,5174
125.0,33,1.0,2.0,10.0,5.0,0,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5175
125.0,33,1.0,2.0,10.0,5.0,1,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5176
125.0,33,1.0,2.0,10.0,5.0,2,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5177
125.0,33,1.0,2.0,10.0,5.0,3,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5178
125.0,33,1.0,2.0,10.0,5.0,4,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5179
125.0,33,1.0,2.0,10.0,5.0,5,0.9,1.8,10.0,1.0,0,2,25,0.9,1.3,1.0,0.5,5180
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5181
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5182
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5183
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5184
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5185
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.1,5186
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5187
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5188
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5189
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5190
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5191
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.2,5192
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5193
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5194
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5195
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5196
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5197
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.3,5198
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5199
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5200
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5201
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5202
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5203
500.0,130,1.0,1.5,10.0,5.0,5,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.4,5204
500.0,130,1.0,1.5,10.0,5.0,0,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5205
500.0,130,1.0,1.5,10.0,5.0,1,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5206
500.0,130,1.0,1.5,10.0,5.0,2,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5207
500.0,130,1.0,1.5,10.0,5.0,3,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5208
500.0,130,1.0,1.5,10.0,5.0,4,0.9,1.8,10.0,1.0,0,0,100,0.9,1.3,1.0,0.5,5209
