perimeter,num_drones,v_nominal,v_max,sensing_radius,nominal_spacing,balancing_policy,density_threshold,speed_threshold,adaptation_window,failure_rate,num_failures,failure_distribution,seed,density,coverage,avg_speed,speed_stddev,max_gap,avg_gap,drones_active,formation_stability,energy_consumed,time_to_recover,recovery_slope
125.000000,33,1.000000,1.500000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,8,2,5074,0.909091,90.909091,1.500000,0.000000,120.000000,91.666667,30.000000,0.054545,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,8,2,5075,0.909091,90.909091,1.500000,0.000000,123.945000,95.833333,30.000000,0.052174,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,8,2,5076,0.909091,90.909091,1.500000,0.000000,120.000000,91.666667,30.000000,0.054545,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,8,2,5077,0.909091,90.909091,1.500000,0.000000,120.000000,87.500000,30.000000,0.057143,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,8,2,5078,0.909091,90.909091,1.500000,0.000000,120.000000,95.833333,30.000000,0.052174,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,10,2,5079,0.909091,90.909091,1.500000,0.000000,121.242500,91.666667,30.000000,0.054545,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,10,2,5080,0.909091,90.909091,1.500000,0.000000,120.000000,83.333333,30.000000,0.060000,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,10,2,5081,0.909091,90.909091,1.500000,0.000000,121.285000,83.333333,30.000000,0.060000,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,10,2,5082,0.909091,90.909091,1.500000,0.000000,120.000000,83.333333,30.000000,0.060000,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,10,2,5083,0.909091,90.909091,1.500000,0.000000,120.000000,91.666667,30.000000,0.054545,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,10,2,5084,0.909091,90.909091,1.500000,0.000000,120.000000,79.166667,30.000000,0.063158,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,13,2,5085,0.909091,90.909091,1.500000,0.000000,120.000000,79.166667,30.000000,0.063158,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,13,2,5086,0.909091,90.909091,1.500000,0.000000,124.495000,83.333333,30.000000,0.060000,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,13,2,5087,0.909091,90.909091,1.500000,0.000000,120.000000,75.000000,30.000000,0.066667,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,3,0.900000,1.800000,10.000000,1.000000,13,2,5088,0.909091,90.909091,1.500000,0.000000,121.242500,79.166667,30.000000,0.063158,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,4,0.900000,1.800000,10.000000,1.000000,13,2,5089,0.909091,90.909091,1.500000,0.000000,120.000000,83.333333,30.000000,0.060000,45.000000,0.000000,0.000000
125.000000,33,1.000000,1.500000,10.000000,5.000000,5,0.900000,1.800000,10.000000,1.000000,13,2,5090,0.909091,90.909091,1.500000,0.000000,124.862500,87.500000,30.000000,0.057143,45.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,0,0.900000,1.800000,10.000000,1.000000,3,0,5091,0.909091,90.909091,2.000000,0.000000,120.000000,100.000000,30.000000,0.050000,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,1,0.900000,1.800000,10.000000,1.000000,3,0,5092,0.909091,90.909091,2.000000,0.000000,120.000000,95.833333,30.000000,0.052174,60.000000,0.000000,0.000000
125.000000,33,1.000000,2.000000,10.000000,5.000000,2,0.900000,1.800000,10.000000,1.000000,3,0,5093,0.909091,90.909091,2.000000,0.000000,120.000000,100.000000,30.000000,0.050000,60.000000,0.000000,0.000000
